review,rating,sentiment,review_processed,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
gambar ga muncul,2,0,gambar muncul,599,0.0,0.556,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['gambar', 'muncul']"
Ada voucher tapi gabisa dipake padahal udah memenuhi S&K. Sampah bet,1,0,voucher dipake penuh sampah,600,3.0,0.745,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['voucher', 'dipake', 'penuh', 'sampah']"
"IKLAN MU SPAM DIMANA""",1,0,iklan mu spam,601,0.0,0.6612,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['iklan', 'mu', 'spam']"
"Gk konsisten, tertulis batal otomatis tgl 19 tp sampai tgl 21 belum juga batal otomatis pesanannya",1,0,konsisten tulis batal otomatis tgl tgl batal otomatis pesan,602,3.0,0.6648,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['konsisten', 'tulis', 'batal', 'otomatis', 'tanggal', 'tanggal', 'batal', 'otomatis', 'pesan']"
"toped sekarang malah delay, saya main panen telur aja notif buat dapetin extra energi nya delay, jadi yah ga dapet extra energi nya:(, barang udah sampai tulisan di toped nya masih pengantaran kurir, next update tolong di fix",1,0,delay main panen telur notif dapetin extra energi delay extra energi barang tulis kurir next update tolong fix,603,3.0,0.7251,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['delay', 'main', 'panen', 'telur', 'notif', 'dapetin', 'extra', 'energi', 'delay', 'extra', 'energi', 'barang', 'tulis', 'kurir', 'lanjut', 'update', 'tolong', 'fix']"
Shopee klo lagi promosi 1000 rp kenapa langsung habis ya...belum dalam hitungan detik...langsung habis...aneh ya... apa ada permainan orang dalam?? ini saya rasa tidak adil buat semua pengguna shopee,1,0,shopee promosi rp habis hitung detik habis aneh main adil shopee,604,3.0,0.7621,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'promosi', 'rp', 'habis', 'hitung', 'detik', 'habis', 'aneh', 'main', 'adil', 'aplikasi']"
SAYA MERASA KECEWA SEKALI SAMA PIHAK BUKALAPAK KOK MASALAH SAYA ITU NGGAK DI SELESAI KAN LAPORAN SAYA KEMAREN.... saya balas nya lewat apa kk,1,0,bukalapak lapor kemaren balas,605,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'lapor', 'kemarin', 'balas']"
"Saya ingin tanya,kan ada kode diskon tukar tambah hingga 1 jt,di situ tertera kode diskonnya,tpi pas menuju proses dri awal sampai akhir knp ga ada pengaturan untuk kode promonya?harga tidak berkurang otomatis dan ga ada cara manualnya,gmna ni caranya!?plis jngn php ya,tolong di jawab,trimakasih",1,0,kode diskon tukar jt tera kode diskon tpi pas proses atur kode promonya harga otomatis manual plis jngn php tolong,606,3.0,0.4019,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kode', 'diskon', 'tukar', 'jt', 'tera', 'kode', 'diskon', 'tapi', 'pas', 'proses', 'atur', 'kode', 'promonya', 'harga', 'otomatis', 'manual', 'plis', 'jngn', 'php', 'tolong']"
Tadinya 5 bintang sekarang 1 soalnya tidak layak untuk dapat bintang 5 karena pelayanannya amat sangat buruk dalam pengembalian dana,1,0,bintang layak bintang layan dana,607,0.0,0.3813,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['bintang', 'layak', 'bintang', 'layan', 'dana']"
"Sering log out akun sendiri, gtau knp pdhl blm lama di update. Jgn smpe aku berpindah ke apk lain yah krn kurng nyaman..",1,0,log out akun pdhl update jgn smpe pindah apk kurng,608,0.0,0.9967,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['log', 'out', 'akun', 'pdhl', 'update', 'jangan', 'sampai', 'pindah', 'aplikasi', 'kurang']"
Makasih atas kepercayaan untuk mendapatkan hadiahnya. Gimana cara pengambilan hadiahnya,2,0,percaya hadiah ambil hadiah,609,0.0,0.745,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['percaya', 'hadiah', 'ambil', 'hadiah']"
Ngapain ada sponsor di browser,1,0,ngapain sponsor browser,610,2.0,0.9901,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['ngapain', 'sponsor', 'browser']"
Aplikasi gk jelas..stelah update malah timeout mulu,1,0,aplikasi stelah update timeout mulu,611,0.0,0.7152,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'setelah', 'update', 'timeout', 'melulu']"
"Cashback buka lapak, boong",1,0,cashback boong,612,3.0,0.9853,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['cashback', 'bohong']"
Saya benci banget sama apk ini mau download aja gabisa gara-gara ini menjadi iklan,1,0,benci apk download gara gara iklan,613,0.0,0.7715,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['benci', 'aplikasi', 'unduh', 'gara', 'gara', 'iklan']"
Upgrade terossss ��,1,0,upgrade terossss,614,2.0,0.9712,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['upgrade', 'terossss']"
Gak bisa install apl ini,1,0,install apl,615,0.0,0.9853,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['install', 'aplikasi']"
kalo bukan karna note 7 gua ga bakal instal nih aplikasi. pelayanan sangat mengecewakan. semoga nanti pas rilis pelayanan dah bagus lah,1,0,note instal aplikasi layan pas rilis layan,616,2.0,0.3966,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['note', 'install', 'aplikasi', 'layan', 'pas', 'rilis', 'layan']"
Respon nya bagus dan pengiriman nya cepat kalo bayar ces. Tp sayang kalo sitem cod respon nya lambat. Saya order barang dari tgl 22 sampai skrg belom di kirim juga. Pdhal kode pembayaran sudah deal. Dan ada pemberi tahuan kalo barang sedang di kirim. Kecewa,1,0,respon kirim cepat bayar ces sayang sitem cod respon lambat order barang tgl skrg bom kirim pdhal kode bayar deal barang kirim,617,3.0,0.7725,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['respon', 'kirim', 'cepat', 'bayar', 'ces', 'sayang', 'sitem', 'cod', 'respon', 'lambat', 'order', 'barang', 'tanggal', 'sekarang', 'bom', 'kirim', 'pdhal', 'kode', 'bayar', 'deal', 'barang', 'kirim']"
Sangat di sayangkan pembelian kalo cod barang gamau d antar ke tempat kalo d NTB,1,0,sayang beli cod barang gamau ntb,618,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['sayang', 'beli', 'cod', 'barang', 'gamau', 'ntb']"
"Penipu,pembohong barang ORI pdhl rusak",1,0,tipu bohong barang ori pdhl rusak,619,2.0,0.6639,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['tipu', 'bohong', 'barang', 'asli', 'pdhl', 'rusak']"
Kata nya gratis ongkir Tapi ongkir malah makin parah mahal nya,1,0,gratis ongkir ongkir mahal,620,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['gratis', 'ongkir', 'ongkir', 'mahal']"
"Kenapa udah berapa kali dowload ngak bisa²,padahal ruangnya banyak kok ��",2,0,dowload ruang,621,0.0,0.4951,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['dowload', 'ruang']"
"uang saya belum kembali udh hampir 2 minggu,payah nih jdid mengecewakan",1,0,uang minggu jdid,622,3.0,0.9901,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['uang', 'minggu', 'aplikasi']"
"banyak bugs, stack pencarian gak dihapus harus back sampai puluhan kali. tombol berbagi loading doang",1,0,bugs stack cari hapus back puluh tombol loading,623,0.0,0.3988,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['bugs', 'stack', 'cari', 'hapus', 'back', 'puluh', 'tombol', 'loading']"
"kok lama ya saya mesen gundam 2 ngirimnya sampai 10 harian, ah payah lambat sekali, pdhl mau saya kasi hadiah ultah saudara 4 hari lagi",1,0,mesen gundam ngirimnya lambat pdhl kasi hadiah ultah saudara,624,3.0,0.604,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['mesen', 'gundam', 'ngirimnya', 'lambat', 'pdhl', 'kasi', 'hadiah', 'ultah', 'saudara']"
Kalau kupon ini tidak saya dapatkan walaupun saya pemenang berarti tokopedia menipu saya biar saya slalu on di aplikasi tokopedia biar data saya terseret terus!!!!!!!! Saya ini orang miskin (Tokopedia)!!!!!!!saya tidak dapat apa apa dari Tokopedia Saya bersumpah kalau hadiah pemenang yg diberikan pada saya TDK saya dapat kan orang yg slalu menggangu saya dalam aplikasi tokopedia dalam jangka waktu 23 hari akan terkena bahaya besar2an yg lebih dari penipuan terhadap saya dalam nama tuhan,2,0,kupon menang tokopedia tipu slalu on aplikasi tokopedia data seret miskin tokopedia tokopedia hadiah menang slalu menggangu aplikasi tokopedia jangka bahaya tipu nama tuhan,625,0.0,0.3913,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['kupon', 'menang', 'aplikasi', 'tipu', 'selalu', 'on', 'aplikasi', 'aplikasi', 'data', 'seret', 'miskin', 'aplikasi', 'aplikasi', 'hadiah', 'menang', 'selalu', 'menggangu', 'aplikasi', 'aplikasi', 'jangka', 'bahaya', 'tipu', 'nama', 'tuhan']"
Barang tak kunjung datang dari tgl 3 pesan sampai sekarang belum diterima,1,0,barang kunjung tgl pesan,626,0.0,0.4975,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['barang', 'kunjung', 'tanggal', 'pesan']"
lama ga dikirim kirim..pesen tgl 6 kesh pula tgl 6...e sampe tgl 7 blm di kirim jg,1,0,kirim kirim sen tgl kesh tgl sampe tgl kirim jg,627,3.0,0.625,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['kirim', 'kirim', 'sen', 'tanggal', 'kesh', 'tanggal', 'sampai', 'tanggal', 'kirim', 'juga']"
GK bisa cod.pindah yg bisa cod,1,0,cod pindah cod,628,3.0,0.9901,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['cod', 'pindah', 'cod']"
"Makin ribet cara pakainya, padahal dulu gak serumit sekarang, mending tokopedia blok!",1,0,ribet pakai rumit mending tokopedia blok,629,0.0,0.995,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['ribet', 'pakai', 'rumit', 'lebih baik', 'aplikasi', 'blok']"
"Belanja 50rb ongkir 24rb mening beli diwarung gratis ongkir ,parah sekarang jdid.",1,0,belanja rb ongkir rb ning beli warung gratis ongkir jdid,630,3.0,0.6745,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['belanja', 'ribu', 'ongkir', 'ribu', 'ning', 'beli', 'warung', 'gratis', 'ongkir', 'aplikasi']"
"Saya sangat kecewa tentang meminta / mengganti nomer telepon yang sudah hangus, disuruh kirim data KTP tetapi tidak bisa menanggapi, dan ditolak, padahal itu KTP asli punya saya, saat mau merubah nomer telepon yang hangus ditolak, sungguh sangat tidak memuaskan bagi saya. Tidak ada rasa tanggung jawab karena akun yg hangus nomer nya sudah dikirim KTP asli dan di TOLAK!!!!!",1,0,ganti nomer telepon hangus suruh kirim data ktp tanggap tolak ktp asli rubah nomer telepon hangus tolak sungguh tanggung akun hangus nomer kirim ktp asli tolak,631,0.0,0.5388,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['ganti', 'nomer', 'telepon', 'hangus', 'suruh', 'kirim', 'data', 'ktp', 'tanggap', 'tolak', 'ktp', 'asli', 'rubah', 'nomer', 'telepon', 'hangus', 'tolak', 'sungguh', 'tanggung', 'akun', 'hangus', 'nomer', 'kirim', 'ktp', 'asli', 'tolak']"
KENAPA SEKARANG TOKOPEDIA KALAH SAMA SHOPEE YA PADAHAL DULU PALING BAGUS SEKARANG LEMOT DAN KALO MAU BAYAR RIBET AMAT ������,1,0,tokopedia kalah shopee lot bayar ribet,632,1.0,0.4409,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'kalah', 'aplikasi', 'lemot', 'bayar', 'ribet']"
"Woi shope , iklan mu dimana -mana, pelayanan mu buruk. Pengiriman mu lelet , gk jelas.",1,0,shope iklan mu layan mu kirim mu lelet,633,3.0,0.4988,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['shope', 'iklan', 'mu', 'layan', 'mu', 'kirim', 'mu', 'lambat']"
krna blum nyampek brang nya gk pp yah sya kasik 3 bintang dlu,3,1,krna nyampek brang pp sya kasik bintang,634,0.0,0.8295,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['krna', 'nyampek', 'brang', 'pp', 'sya', 'kasik', 'bintang']"
"Tiga bintang dulu, klw membantu/keren tk kasih lima bintang",3,1,bintang tk bintang,635,2.0,0.9901,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['bintang', 'tk', 'bintang']"
Guwe turunin dulu.. Kalau sertifikat dah ke dasbord prakerja saya full in lagi bintang nya. Nama muhammad irsan,3,1,guwe turunin sertifikat dasbord full bintang nama muhammad irsan,636,0.0,0.5199,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['guwe', 'turun', 'sertifikat', 'dasbord', 'full', 'bintang', 'nama', 'muhammad', 'irsan']"
"Pelayanan customernya ga ada no telp, dan dalam menanggapi komplain butuh waktu yg cukup lama",3,1,layan customernya no telp tanggap komplain butuh,637,3.0,0.5336,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['layan', 'customernya', 'no', 'telepon', 'tanggap', 'komplain', 'butuh']"
Mudah pengoperasiannya tapi sayang pengiriman dengan menggunakan anteraja lama sekaleeeeeee,3,1,mudah operasi sayang kirim anteraja sekaleeeeeee,638,3.0,0.5634,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['mudah', 'operasi', 'sayang', 'kirim', 'anteraja', 'sekaleeeeeee']"
"Versi mobile kenapa tidak ada menu wishlist,,?",3,1,versi mobile menu wishlist,639,0.0,0.3322,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['versi', 'mobile', 'menu', 'wishlist']"
Sya gk bsa instal app ini mmry sya ram nya sdkit,3,1,sya bsa instal app mmry sya ram sdkit,640,0.0,0.6885,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['sya', 'bisa', 'install', 'aplikasi', 'mmry', 'sya', 'ram', 'sdkit']"
Ngga semangat ngasih riview produk nya juga Koin nya berkurang dari 100 jadi 50,3,1,semangat ngasih riview produk koin,641,1.0,0.4785,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['semangat', 'beri', 'riview', 'produk', 'koin']"
Aplikasi ini biasanya bagus.tpi beberapa minggu ini aplikasi nya cuma PHP.aku dapat nontifikasi vocer gratis ongkir keluar jawa tpi pas aku mau klaim vocernya gak ada.aku kasi bintang 3 dulu klo nanti udah kayak dulu aku bakal ganti bintangnya ok,3,1,aplikasi tpi minggu aplikasi php nontifikasi vocer gratis ongkir jawa tpi pas klaim vocernya kasi bintang kayak ganti bintang,642,0.0,0.5517,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['aplikasi', 'tapi', 'minggu', 'aplikasi', 'php', 'nontifikasi', 'voucher', 'gratis', 'ongkir', 'jawa', 'tapi', 'pas', 'klaim', 'vocernya', 'kasi', 'bintang', 'kayak', 'ganti', 'bintang']"
Skarang susah amat mau bayar doang harus pake foto ini itu dulu,3,1,skarang susah bayar pake foto,643,0.0,0.6099,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['skarang', 'susah', 'bayar', 'pakai', 'foto']"
"Kenapa jdi tmbh gangguan trus shopee ini.. udh d update msih aja Lola �� Trus tiap ikut goyang shopee nya gk kluar poin² nya.. gk terdeteksi trus.. Udh d bersihin data cache nya ,logout login sama aja",3,1,tmbh ganggu shopee update msih lola goyang shopee kluar poin deteksi bersihin data cache logout login,644,0.0,0.8181,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['tambah', 'ganggu', 'aplikasi', 'update', 'msih', 'lemot', 'goyang', 'aplikasi', 'kluar', 'poin', 'deteksi', 'bersihin', 'data', 'cache', 'logout', 'login']"
Kostumer pertama mudah mudahan lancar,3,1,kostumer mudah mudah lancar,645,1.0,0.745,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['kostumer', 'mudah', 'mudah', 'lancar']"
"Pelayanannya sih lumayan bagus, tapi gimana nih mslh game shopee tanam ko ga bisa ke buka2, padahal rajin sy siram,, akhirnya mati pohon nya gara2 nggak bisa kebuka,,percuma dong cape2 siram nya,,",3,1,layan mslh game shopee tanam rajin siram mati pohon gara cape siram,646,0.0,0.4154,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['layan', 'masalah', 'game', 'aplikasi', 'tanam', 'rajin', 'siram', 'mati', 'pohon', 'gara', 'capek', 'siram']"
"Aplikasi kadang suka lama tampil, pengalam pertama trx di blili",3,1,aplikasi kadang tampil alam trx blili,647,1.0,0.7846,"aplikasi, belanja, mudah, sukses, online, aman, rumah, percaya, cepat, pakai","['aplikasi', 'kadang', 'tampil', 'alam', 'transaksi', 'blili']"
"Kurang promosi gratis ongkirnya , beda sama tetangga sebelah , pesan buat pengguna lazada sebelum C.O , baca ulasan pembeli dulu yak soalnya banyak penjual penipu.",3,1,promosi gratis ongkirnya beda tetangga belah pesan lazada baca ulas beli yak jual tipu,648,3.0,0.5484,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['promosi', 'gratis', 'ongkir', 'beda', 'tetangga', 'belah', 'pesan', 'aplikasi', 'baca', 'ulas', 'beli', 'yak', 'jual', 'tipu']"
Sementara 3 bintang dahulu. Agak kecewa dengan shopee saat ini. Karena terkesan tidak menjaga privasi pembeli dengan menampilkan aktivitas pembelian teman. Hal ini yang kemudian perlu dibenahi dari shopee atau nantinya para pembeli akan berganti ke aplikasi jual beli online yang lain ����,3,1,bintang shopee kes jaga privasi beli tampil aktivitas beli teman benah shopee beli ganti aplikasi jual beli online,649,2.0,0.5872,"barang, aplikasi, murah, harga, belanja, sesuai, toko, beli, jual, amanah","['bintang', 'aplikasi', 'kes', 'jaga', 'privasi', 'beli', 'tampil', 'aktivitas', 'beli', 'teman', 'benah', 'aplikasi', 'beli', 'ganti', 'aplikasi', 'jual', 'beli', 'online']"
"Proses retur terlalu lama, 2mingguan Saran harus ada tempat melapor kalau ada pedagang nakal",3,1,proses retur minggu saran lapor dagang nakal,650,3.0,0.6806,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['proses', 'retur', 'minggu', 'saran', 'lapor', 'dagang', 'nakal']"
Elevenia mhon unt lebih selectiv dng Seller yah... sudh ada dftr Black list 1 bkin kapok,3,1,elevenia mhon unt selectiv dng seller sudh dftr black list bkin kapok,651,3.0,0.5773,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'mhon', 'unt', 'selectiv', 'dng', 'seller', 'sudh', 'dftr', 'black', 'list', 'bikin', 'kapok']"
"Susah d buka aplikasinya,, terkadangnerer. Mohon d perbaiki. Aplikasinya membantu trimakasih.",3,1,susah aplikasi terkadangnerer aplikasi,652,0.0,0.9901,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['susah', 'aplikasi', 'terkadangnerer', 'aplikasi']"
Shopee tlg kembalikan ekspedisi si cepat halu ��,3,1,shopee tlg ekspedisi cepat halu,653,3.0,0.9926,"ongkir, aplikasi, kirim, bayar, gratis, pesan, barang, cepat, pakai, kurir","['aplikasi', 'tolong', 'ekspedisi', 'cepat', 'halu']"
"Kenapa,sering lelet di update gk bs����",3,1,lelet update,654,0.0,0.4951,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['lambat', 'update']"
Spinjam nya kok hilang yah padahal saya pelanggan setia shopee Makin kesini makin buruk,3,1,spinjam hilang langgan setia shopee kesini,655,0.0,0.5799,"aplikasi, akun, iklan, bintang, shoppe, update, unduh, tolong, handphone, pakai","['spinjam', 'hilang', 'langgan', 'setia', 'aplikasi', 'kesini']"
